epoch,train_loss,val_loss,aucpr,accuracy,time,baseline_pos_rate,ap_uplift,prec@50,rec@50,prec@100,rec@100,prec@200,rec@200
1,0.9559870759646096,1.1579786896705628,0.0063347445870331,0.0051837772456863,9.427693367004396,0.0051837772456863,1.2220325617395302,0.0,0.0,0.0,0.0,0.0,0.0
2,0.8930393567791691,1.2494014665484428,0.0112809116073084,0.034854730813853,7.706387996673584,0.0049369307101774,2.285005050618364,0.0,0.0,0.0,0.0,0.0,0.0
3,0.8025366619781211,1.459141694009304,0.0119272594042598,0.2602009330799042,7.905493021011352,0.0056281010096023,2.1192333584472443,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6999117798275418,1.1365375772118569,0.016120529510312,0.4533583471155982,7.951575040817261,0.0049122460566265,3.281702366795223,0.02,0.0050251256281407,0.03,0.0150753768844221,0.04,0.0402010050251256
5,0.7001781463623047,1.0532655365765096,0.0169897744423515,0.5275604156895658,7.779585123062134,0.0049863000172792,3.407290853634183,0.0,0.0,0.01,0.0049504950495049,0.01,0.0099009900990099
6,0.6396313397972672,0.921039082854986,0.0245158292070417,0.5426674236627089,7.133474111557007,0.0056034163560514,4.375157519852291,0.0,0.0,0.03,0.013215859030837,0.04,0.0352422907488986
7,0.5841729663036488,0.9548059694468976,0.0228377388799044,0.5951716817654464,7.336489200592041,0.0052084618992372,4.384737629212372,0.04,0.0094786729857819,0.03,0.0142180094786729,0.055,0.0521327014218009
8,0.6516733478616785,0.975131094455719,0.0293237441697319,0.3997185949495199,7.216742515563965,0.0055293623953987,5.303277678839334,0.04,0.0089285714285714,0.05,0.0223214285714285,0.04,0.0357142857142857
9,0.5866684152020348,1.0378507681190967,0.030259239109273,0.4714768828219496,7.1998512744903564,0.0053318851669916,5.675148312758141,0.02,0.0046296296296296,0.02,0.0092592592592592,0.015,0.0138888888888888
10,0.5449340972635481,1.2881965294480324,0.0284523225178375,0.4830786699908667,7.193333864212036,0.0053318851669916,5.336259432963503,0.12,0.0277777777777777,0.08,0.037037037037037,0.04,0.037037037037037
11,0.5813463694519467,0.5539703894406557,0.0160293907616715,0.7157315297079806,7.358664274215698,0.0054059391276443,2.965144516648755,0.0,0.0,0.02,0.0091324200913242,0.04,0.0365296803652968
12,0.7135682889708767,0.8200740166008472,0.0446328876933115,0.4770556145244501,7.498166561126709,0.0059243168522129,7.533845472265603,0.08,0.0166666666666666,0.08,0.0333333333333333,0.075,0.0625
13,0.722705743930958,1.411595068871975,0.0134685270031379,0.4010515662412678,7.138249158859253,0.005479993088297,2.45776350191045,0.0,0.0,0.0,0.0,0.0,0.0
14,0.7306260157514501,1.0654251225292684,0.0238996114413742,0.4068524598257263,7.284094572067261,0.0054059391276443,4.420991594070834,0.08,0.0182648401826484,0.06,0.0273972602739726,0.035,0.0319634703196347
15,0.6751870093522249,1.073062402755022,0.0250426741994239,0.5098615190935796,7.291907787322998,0.0049369307101774,5.07251887246432,0.08,0.02,0.05,0.025,0.04,0.04
16,0.7463795057049504,0.9734137430787086,0.0299566878395117,0.5585643405494803,7.239094972610474,0.0056774703167041,5.276414700288956,0.04,0.008695652173913,0.04,0.017391304347826,0.035,0.0304347826086956
