epoch,train_loss,val_loss,aucpr,accuracy,time
1.0,0.9452443569898604,0.7973054647445679,0.0058940189611182,0.501,13.637600660324097
2.0,0.8167412489652633,0.6456630766391754,0.0097052200440179,0.555,13.147698163986206
3.0,0.8064686447381973,0.6234605789184571,0.0070760225279222,0.5638,13.001554012298584
4.0,0.7828611522912979,0.6005299329757691,0.0067498016733891,0.6256,13.241032600402832
5.0,0.7575297653675079,0.5247482538223267,0.0083325399157131,0.6428,12.471524715423584
6.0,0.744743263721466,0.5983018100261688,0.0079375698647154,0.5908,13.002809762954712
7.0,0.7387965440750122,0.6821785569190979,0.0064705801821363,0.5342,12.416832208633425
8.0,0.7180632829666138,0.614860224723816,0.006951233870512,0.6624,12.29238772392273
9.0,0.688397228717804,0.4666294574737549,0.0094119301196859,0.749,12.146289348602297
10.0,0.666794729232788,0.3948244214057922,0.0190549819469973,0.8236,13.23716115951538
11.0,0.630281600356102,0.3281216770410537,0.0165427150872194,0.8966,12.076047658920288
12.0,0.6868019521236419,0.5334523051977158,0.0074083330826911,0.8202,12.946494817733765
13.0,0.689118480682373,0.5314662158489227,0.0061417724086004,0.767,11.903226852416992
14.0,0.6585489422082901,0.3951844185590744,0.0090671489334471,0.8766,12.426769018173218
15.0,0.6467727094888687,0.5418453693389893,0.0075816713503433,0.6904,12.337057828903198
16.0,0.6374584287405014,0.4588768362998962,0.006147575353721,0.8234,13.266915559768677
17.0,0.594319972395897,0.4121189951896667,0.0059306461938312,0.8174,12.38514256477356
18.0,0.5631587326526641,0.3953180760145187,0.0086881609667493,0.8208,12.113459825515749
19.0,0.533168089389801,0.4411360949277877,0.0085300081720005,0.847,12.205840110778809
20.0,0.5012775868177414,0.4229155421257019,0.0095538046460552,0.8348,13.104580879211426
21.0,0.5372882306575775,0.44568268954753876,0.008308624846424969,0.805,13.43648076057434
22.0,0.537376394867897,0.36314316987991335,0.009156711302429198,0.858,13.15781569480896
23.0,0.5065241098403931,0.2786624848842621,0.00847211901652599,0.918,12.832332611083984
24.0,0.4783221736550331,0.25496811270713804,0.01573841479278772,0.918,13.454871416091919
25.0,0.657893392443657,0.7285472810268402,0.007270106024924686,0.6196,13.92285704612732
26.0,0.5665311813354492,0.45940329134464264,0.07950781869349981,0.7192,13.051107168197632
27.0,0.6197780758142472,0.4253178507089615,0.008132617598677496,0.7364,14.333099603652954
28.0,0.5204009041190147,0.300019770860672,0.007583253825747255,0.858,15.636231899261475
29.0,0.4441362991929054,0.24745765775442125,0.009005686927184649,0.886,13.165042400360107
30.0,0.4201310709118843,0.3135197311639786,0.010315662496075326,0.894,14.35259747505188
