epoch,train_loss,val_loss,accuracy,time
1.0,0.24257005751132965,0.20770957107898777,0.6750028679591603,8.76415205001831
2.0,0.23748623344459033,0.19489792751317675,0.6798325111850407,7.960383892059326
3.0,0.2346694787081919,0.18453943911431867,0.6646437994722955,7.567498207092285
4.0,0.22792378616960426,0.16080193023082645,0.9562349432144086,7.977921009063721
5.0,0.22768592638404747,0.16754103467807915,0.9342090168635999,7.935690402984619
6.0,0.22929138729446813,0.17714502155245487,0.7729264655271308,7.688929796218872
7.0,0.22655851158656573,0.1829685608930121,0.7339336927842147,8.312804460525513
8.0,0.23321566573883357,0.19089804491495216,0.8656189055867844,8.213538646697998
9.0,0.23429446902714277,0.18160804347176093,0.8818056670873007,7.837077379226685
10.0,0.22817069135214152,0.17219855605940065,0.8511643914190662,7.722155570983887
11.0,0.22608022117301038,0.1690485539779209,0.7117815762303544,8.7576904296875
12.0,0.2228271918077218,0.17792163871053218,0.9530228289549156,7.74208402633667
13.0,0.22154530608340314,0.16662743233063715,0.9669611104737869,7.767910957336426
14.0,0.22166128495806142,0.17140240939006296,0.9680509349546862,7.72673773765564
15.0,0.21872614441733612,0.1600632863093,0.8293564299644373,7.962587594985962
16.0,0.21785123842327217,0.17489972907243792,0.9279224503843065,7.717354774475098
17.0,0.2256198470529757,0.1644494393062054,0.9637489962142939,8.155670404434204
18.0,0.22167963769875074,0.17105695380282362,0.877664334059883,9.131265878677368
19.0,0.22130277086245387,0.17586733439621102,0.7944705747390157,8.751386404037476
20.0,0.21862124769311203,0.1492801439085336,0.9711024435012046,8.493924617767334
21.0,0.2186311095168716,0.15943613194002254,0.8923712286337042,7.945654630661011
22.0,0.21998863628036097,0.1708595356762292,0.6198118618790869,7.7853686809539795
23.0,0.2197047997462122,0.17237656780979815,0.6644143627394746,7.975411891937256
24.0,0.2214034862424198,0.16265196215154473,0.8095445680853505,9.52393388748169
25.0,0.21965172769207703,0.15121301785442579,0.9289319720087186,7.788465261459351
26.0,0.21833797544240952,0.1634813999336232,0.7077320178960652,7.7694971561431885
27.0,0.2170991846605351,0.15557187977576387,0.8891476425375703,10.699861526489258
28.0,0.21756161631722198,0.18757644366036658,0.4624641505104967,12.01053524017334
29.0,0.21853608951756828,0.15483411926394833,0.8249741883675576,7.886268138885498
30.0,0.21388940160211764,0.13940226058598576,0.8047837558793163,7.932940483093262
