epoch,train_loss,val_loss,accuracy,time
1.0,0.0956814696030597,0.0737906110954882,0.997265518184304,56.48411083221436
2.0,0.072322143849642,0.0657365837101933,0.997265518184304,57.267050981521606
3.0,0.0617622473629851,0.0706787492083602,0.997265518184304,57.114662647247314
4.0,0.0512454287005981,0.0751002795256872,0.9971629751162154,57.26078987121582
5.0,0.046282726175836,0.0831806023410916,0.997265518184304,58.57456278800965
6.0,0.0416910780876562,0.0787747356557384,0.9971287940935192,56.74439358711243
7.0,0.0371381208815824,0.088751726994984,0.997265518184304,56.92727184295654
8.0,0.0329008472105732,0.0834471935035422,0.997265518184304,56.96072602272034
9.0,0.0292580676623449,0.099206779602672,0.997265518184304,56.63374042510986
10.0,0.0289582824736775,0.1022830530576906,0.9971515814419836,56.64372539520264
11.0,0.0253967446288058,0.0845006522764844,0.9972085498131438,56.666367530822754
12.0,0.022458239511325,0.1176167009615773,0.997265518184304,56.934778690338135
13.0,0.0188185909086835,0.1318280680398264,0.9971401877677514,55.72609448432922
14.0,0.0189036763932256,0.1117742710434868,0.9971515814419836,55.68693542480469
15.0,0.013403727423910045,0.16242350710915562,0.9965363230334519,54.17437553405762
16.0,0.012911833482115883,0.12976792049672906,0.996228693829186,55.280659914016724
17.0,0.014430760839518426,0.14582556178746992,0.9968781332604139,54.942153215408325
18.0,0.009622916122626213,0.14343516173813062,0.9966844407984687,55.15481662750244
19.0,0.012815045957562447,0.15562131856406697,0.9969464953058063,56.795395851135254
20.0,0.007882949618019658,0.18319919718534053,0.9970148573511987,57.164894104003906
21.0,0.00839525822556763,0.1683289941806794,0.9971060067450551,56.601642370224
22.0,0.007827270436234752,0.14552022320887065,0.9971060067450551,55.78112745285034
23.0,0.010174605368744634,0.1431049222415032,0.9970490383738948,55.95039677619934
24.0,0.008675114391922702,0.16045969988589984,0.9966616534500046,56.5565128326416
25.0,0.009258942813398178,0.146985625680293,0.9971174004192872,57.940943002700806
26.0,0.007670686867241065,0.19160841529497796,0.9970148573511987,59.814186811447144
27.0,0.0067497346282603034,0.2012860077816291,0.9961603317837936,60.61649298667908
28.0,0.006541879156518673,0.1974089592291643,0.9965932914046122,56.92444896697998
29.0,0.004392330628105577,0.2191346904335497,0.9969351016315742,56.31805896759033
