epoch,train_loss,val_loss,aucpr,accuracy,time
1.0,0.872590121510741,0.4991162021954854,0.0067251195117964,0.8432768834899168,15.171843767166138
2.0,0.7898010975354678,0.7689802592450922,0.0063979611114616,0.5923643109329184,14.636422634124756
3.0,0.6916139288382097,0.6970142089959347,0.0059016392350143,0.7397522589910838,14.64141297340393
4.0,0.631517987746697,0.6999310688538984,0.0064385474156347,0.728382502543235,15.4298734664917
5.0,0.5579415296579336,0.8195017124667312,0.0058880911725479,0.7218598527915744,14.89186692237854
6.0,0.5552810469231049,0.6466833262732534,0.0073282229699715,0.5844653222428341,14.266881942749023
7.0,0.4683493178386193,0.5408843782815066,0.0067553064866222,0.7785291125605889,14.52508807182312
8.0,0.5151989773496405,0.535257199496934,0.0059120397538594,0.8065944587397522,14.69848108291626
9.0,0.3430133264560204,0.4496045789935372,0.0061284834183717,0.8591347016934953,14.662607431411743
10.0,0.2604956164375528,0.3013351898301731,0.0069095738780368,0.9205313865118784,14.682871341705322
11.0,0.2381508609691223,0.3252812465935042,0.0082208278079083,0.9247800849739692,14.963322401046751
12.0,0.2233344388085526,0.2950501523234627,0.0086919731512146,0.94015917659027,13.180077314376833
13.0,0.1599587806827062,0.2459273333802367,0.0096219027282638,0.9558973131470287,15.788844108581545
14.0,0.1359422090765717,0.2663600657022361,0.0176036662195487,0.9599664891388906,14.92929196357727
15.0,0.1477156065694697,0.3050121588237358,0.0123121052219931,0.9446472383459996,14.424267768859863
16.0,0.1383406001252013,0.2428794943473556,0.0098983918862098,0.9692418167673988,14.44881272315979
17.0,0.1943031538810049,0.301988940798875,0.0084022807356214,0.94009933576686,14.791654825210571
18.0,0.1546748745944592,0.2793909920887513,0.0073403610680362,0.9460834181078333,14.38203263282776
19.0,0.1478859269386762,0.4103552631356499,0.0076281891656435,0.8934833343306804,14.553648471832275
20.0,0.1500956195515471,0.2010134634646502,0.0164472704161482,0.96894261265035,14.165739059448242
21.0,0.1384590447142526,0.2535904736229867,0.0180446077910827,0.9608641014900364,13.804117202758787
22.0,0.1597088985628895,0.2571102678775787,0.0185796196091512,0.9617617138411824,14.2834153175354
23.0,0.1266361491923982,0.2350278383854663,0.014695349320365,0.970498474059003,15.376847982406616
24.0,0.1137353714990925,0.2365177975911082,0.0174881237454655,0.962719167015738,14.362120151519775
25.0,0.1018899213764574,0.2082955972714857,0.0175122710628135,0.9651726407755372,14.944986581802368
26.0,0.083418069673436,0.2091432620178569,0.0195052862690528,0.9828256836814074,14.339903116226196
27.0,0.0673829772110496,0.1984311458231373,0.0310020749213326,0.98671533720304,14.632792234420776
28.0,0.0839741335480244,0.2442656244631066,0.0173975794860529,0.9779187361618096,14.240793466567991
29.0,0.0738247078541037,0.2459178081516063,0.01827724184245,0.9752857399317816,14.392505168914797
30.0,0.0655012676951947,0.2166950041710427,0.0136639654872144,0.9816887080366226,14.379503965377808
31.0,0.0852005077017979,0.2782674257953961,0.0132495506870914,0.9608042606666268,14.458901166915894
32.0,0.0753064755979296,0.2492536491516864,0.0180186931571391,0.9749266949913232,14.334167242050173
33.0,0.0534467133270068,0.2247940777151873,0.0084598258899475,0.9839626593261924,13.893226623535156
34.0,0.0595924559400066,0.2661574900601849,0.0345626786445287,0.9784573035724972,13.874590158462524
35.0,0.0588486992282333,0.2482957824161558,0.0162991615272147,0.9749865358147328,13.829052448272703
36.0,0.0462615846886069,0.2025089389221235,0.014471779938275,0.9858775656753036,13.774963855743408
37.0,0.0384433163668621,0.2039577814214157,0.0139944253472966,0.9894680150798876,13.448954582214355
38.0,0.049467649528539,0.2442297970480991,0.0159738174410987,0.9855185207348454,14.0896155834198
39.0,0.0431469224103085,0.2584285799301032,0.0130493809601888,0.9877326312010052,13.541996240615845
40.0,0.0389427479670999,0.2245034729553894,0.013489060110956,0.9851594757943868,13.944234132766724
41.0,0.037184120942052305,0.2318674105247765,0.010261492351793522,0.9891688109628388,14.600331544876099
42.0,0.05511192603689897,0.2180666679685766,0.013740490293935042,0.9883908802585124,14.958390712738037
43.0,0.04703177794717349,0.25061170593129867,0.01386462476871915,0.9875531087307762,14.397964000701904
44.0,0.03989811094066539,0.23381234366785397,0.04609804210930674,0.9843815450900605,14.867292165756226
45.0,0.040085123857942884,0.285900434309786,0.026167643068126526,0.9800730058045599,14.147534370422363
46.0,0.06509075039247801,0.24547401318947473,0.025064888001734148,0.9800131649811501,14.089792728424072
47.0,0.07944315833995094,0.25109602420619037,0.01118485872160107,0.988690084375561,16.166210174560547
48.0,0.04824560544417276,0.265495457658262,0.013491190751902613,0.9868350188498594,15.058948516845703
49.0,0.05987760378652579,0.2270422550200513,0.02814185752274206,0.9877326312010053,14.131043672561646
50.0,0.035730885571570364,0.23778205831309385,0.010581620135940363,0.9904853090778529,14.087689876556396
