epoch,train_loss,val_loss,aucpr,accuracy,time,baseline_pos_rate,ap_uplift,prec@50,rec@50,prec@100,rec@100,prec@200,rec@200
1,0.0510586685857242,0.0398592648835443,0.0244016467987776,0.6517444615566876,96.49840712547302,0.0053311219049875,4.577206680632942,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0242475822189474,0.0404661678815803,0.0165329504524652,0.7678148323658335,124.04922938346864,0.0053311219049875,3.1012141059835416,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0134579783947433,0.0329545057005485,0.0160365978647332,0.83713422580263,122.59301424026488,0.0053311219049875,3.008109390582523,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0074510527015209,0.0246536364284938,0.0143745941254752,0.9054170122023456,119.80484294891356,0.0053311219049875,2.696354422514144,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0046808978617938,0.0125868942792625,0.0176793396936573,0.9563736524108518,119.52917432785034,0.0053311219049875,3.31625125231471,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0030200451332478,0.0129487542447395,0.0149547210363443,0.9674949650515342,119.78477692604064,0.0053311219049875,2.805173339284054,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0026989225941552,0.0211972138337125,0.0113739705344846,0.936648501362398,120.66565823554993,0.0053311219049875,2.1335041173685507,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0024069133723389,0.0256672475180721,0.0126618476662848,0.9409430162303044,124.0200126171112,0.0053311219049875,2.375081247802453,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0014766131812484,0.0190644638996012,0.0089021337218219,0.98294040990404,120.3947892189026,0.0053311219049875,1.669842461019974,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0025130057932751,0.0071371807323981,0.0688953860068082,0.9815780120838764,117.57391667366028,0.0053311219049875,12.923243406299296,0.06,0.0083333333333333,0.06,0.0166666666666666,0.1,0.0555555555555555
11,0.00152294188534012,0.016990965182768294,0.022563623415583937,0.9486139083047033,91.34648036956787,0.005331121904987561,4.232434338909867,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0011302787739891592,0.019063944509006628,0.017680204525970245,0.9818001421632508,93.05565023422241,0.005331121904987561,3.3164134756381074,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0010990277311696652,0.015706468507945482,0.01440042936425881,0.9806746830944201,94.48427629470825,0.005331121904987561,2.7012005391935245,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0008605385691501205,0.013142864069825193,0.027397229308780004,0.9930399241795995,93.03144311904907,0.005331121904987561,5.1391113910091555,0.0,0.0,0.0,0.0,0.065,0.03611111111111111
15,0.0008508645826902259,0.016254264387870403,0.009270083196031415,0.9925512380049757,94.08083748817444,0.005331121904987561,1.7388616057266928,0.0,0.0,0.0,0.0,0.0,0.0
