epoch,train_loss,val_loss,aucpr,accuracy,time
1.0,0.8603576509157816,0.8436770481722695,0.0094105468574582,0.594095595126523,25.816446542739868
2.0,0.7436147006352742,0.8411210129658381,0.0087058762840624,0.4626054358013121,15.16383957862854
3.0,0.6651222809155782,0.8283847364641371,0.0088800294962004,0.5288894095595127,14.581473350524902
4.0,0.5701527456442516,0.689370592435201,0.0081213134991751,0.6422680412371135,14.47586178779602
5.0,0.5915517369906108,0.7048302001896358,0.0079964379375434,0.7122071227741331,14.807456493377686
6.0,0.5304097759723664,0.7319234190952211,0.0096219752214551,0.7223992502343017,14.491183996200562
7.0,0.4240147980054219,0.5601483320906049,0.0080736795738505,0.806302717900656,14.43756651878357
8.0,0.3244513430198034,0.6563565858772823,0.0073650032172489,0.7476335520149953,14.563017845153809
9.0,0.4199404219786326,0.6617971162001292,0.0115923591941521,0.7743673851921274,14.403187036514282
10.0,0.3909503346681595,0.4267977571913174,0.0255168306569708,0.7890112464854733,14.363970756530762
11.0,0.4998303532600402,0.4294622707225027,0.0140197923668796,0.8112230552952202,15.455816745758057
12.0,0.3493409566084544,0.4455713282028834,0.0104344334660397,0.8239456419868791,14.43061351776123
13.0,0.2878873453537623,0.4147354953345798,0.0102657820345305,0.8720712277413308,14.77928352355957
14.0,0.2152585144837697,0.5483916783261866,0.0125530862827208,0.8266166822867854,15.345907211303713
15.0,0.2447076084216435,0.4075675124213809,0.0081904127478962,0.8676897844423618,13.114067554473875
16.0,0.2183493016163508,0.3738445549138954,0.0092136385491332,0.8862230552952203,14.839794635772703
17.0,0.2272485816478729,0.4588294011496362,0.0100311326889779,0.862863167760075,14.885878801345823
18.0,0.2107472850879033,0.2984331021351473,0.0067473308638866,0.9217432052483598,14.569530963897703
19.0,0.1518597275018692,0.2160642212256789,0.0070850030103093,0.961012183692596,14.58693790435791
20.0,0.1735949796438217,0.2663227756108556,0.0185831652527866,0.9264995313964386,14.860954523086548
21.0,0.2376847151915232,0.4179999363564309,0.0095484394323037,0.8010543580131209,14.66394829750061
22.0,0.3041740034023921,0.343178391456604,0.0111623043818947,0.8977272727272727,14.64900255203247
23.0,0.3245396868387858,0.5132596141525677,0.0128890955182061,0.8328959700093721,14.792181968688965
24.0,0.32913620809714,0.4220299621423085,0.0094361732816059,0.8509137769447048,14.200489282608032
25.0,0.2220708660284678,0.3846081452710287,0.0091973618251515,0.8834348641049672,13.647441387176514
26.0,0.1863388017813364,0.2665712039562918,0.0091602156254633,0.9414245548266168,13.870684623718262
27.0,0.1752847025791804,0.3163848219528085,0.0125326158097257,0.9249765698219308,13.746391534805298
28.0,0.2435022591551145,0.6173652701434635,0.0138251868255012,0.6243908153701968,13.621665954589844
29.0,0.4785460921128591,0.5330453923060781,0.0105318295423645,0.7788894095595127,13.722087860107422
30.0,0.2909937278429667,0.69425206666901,0.0091681068146083,0.7564901593252109,13.692322731018066
31.0,0.2461744443575541,0.4456960356661251,0.0109219104238188,0.8306935332708528,13.738646030426024
32.0,0.2049119536081949,0.2724139954717386,0.014549272870529,0.9378397375820056,13.618700981140137
33.0,0.1722796950737635,0.2995901687869003,0.0089463929809485,0.925656044985942,13.567066431045532
34.0,0.1246615943312645,0.2029388806827011,0.0119729584543985,0.9652296157450796,13.713322401046751
35.0,0.1065095632274945,0.2100515743451459,0.0100481602561833,0.9701030927835051,13.718295574188232
36.0,0.1043960949281851,0.2756699392838137,0.0120032230536269,0.9526944704779756,13.669533252716064
37.0,0.0980793603758017,0.2376923594801198,0.012132314707351,0.962535145267104,13.664995431900024
38.0,0.087422590603431,0.2406933372396798,0.0102556054009339,0.9705716963448924,13.464311838150024
39.0,0.0910568440208832,0.2339144886604377,0.011153227238415,0.973336457357076,13.912680864334106
40.0,0.0845952909688154,0.2242790392954789,0.0093657151243965,0.9818181818181818,13.627158403396606
41.0,0.0668418946613868,0.2443831216189123,0.0084540875026417,0.9766166822867852,13.696943998336792
42.0,0.1132644503315289,0.2133712601360111,0.008437301508984,0.9833880037488284,13.77458381652832
