epoch,train_loss,val_loss,aucpr,accuracy,time,baseline_pos_rate,ap_uplift,prec@50,rec@50,prec@100,rec@100,prec@200,rec@200
1.0,0.973477405530435,1.2107026502490044,0.0045409354627779,0.0050109846708301,12.359181880950928,,,,,,,,
2.0,0.9061883687973022,1.2666168496012689,0.0068807146635965,0.2322085359531979,8.295957803726196,,,,,,,,
3.0,0.8067492136248836,0.922465305775404,0.0095429787639472,0.4077411073535583,8.345576286315918,,,,,,,,
4.0,0.7800870096241986,1.1969842851161956,0.0057701377558533,0.3345017402680753,8.291924476623535,,,,,,,,
5.0,0.7581733134057786,1.0493569418787956,0.0103437210110934,0.4311668435733504,8.325605154037476,,,,,,,,
6.0,0.6797414532414189,0.9073481507599354,0.0137062250060024,0.5266964528152848,8.289857625961304,,,,,,,,
7.0,0.810827804936303,0.9021738834679128,0.0147933043433981,0.1550936782602256,8.119655132293701,,,,,,,,
8.0,0.8229750748033877,1.1100783407688142,0.0262570726736861,0.1593147540174273,8.213299989700317,,,,,,,,
9.0,0.7336398981235646,1.0186219565570354,0.0190481500490815,0.2847868480165881,8.079697847366333,,,,,,,,
10.0,0.6703085325382374,1.0321582332253456,0.0176131892927914,0.3642220631433437,8.142621994018555,,,,,,,,
11.0,0.664698357935305,0.8710934706032276,0.0164187675847679,0.4914220828910666,9.31684112548828,,,,,,,,
12.0,0.6454894873831007,0.9494668081402778,0.0224062043817444,0.4312408975340031,8.431321144104004,,,,,,,,
13.0,0.7568795747227139,0.9927699208259584,0.0071788456328897,0.343783170003209,8.447805643081665,,,,,,,,
14.0,0.7861885141443323,1.1820023328065872,0.0166804952413764,0.2292216928735405,8.337335109710693,,,,,,,,
15.0,0.7223936429730168,1.1352353617548945,0.0314330626955386,0.3655303497815408,8.387279272079468,,,,,,,,
16.0,0.6545002018963849,1.0090822763741016,0.0345713252067898,0.421836044531115,8.324252367019653,,,,,,,,
17.0,0.662903383926109,1.2586994126439095,0.0222116077911114,0.3144578015847548,8.269749164581299,,,,,,,,
18.0,0.645763342027311,1.0712709538638592,0.0193049792344256,0.3919922983880921,8.96591591835022,,,,,,,,
19.0,0.5964378537955107,0.956822395324707,0.0350667650347456,0.5089975562192984,8.464598655700684,,,,,,,,
