epoch,train_loss,val_loss,accuracy,time
1.0,0.2457160497153246,0.2305698487853025,0.5921647355741654,8.32832407951355
2.0,0.2393539680374993,0.2051223730804983,0.6734312263393369,7.484500646591186
3.0,0.2369708512668256,0.1956060997093003,0.6908454743604451,7.426148414611816
4.0,0.2344827751318613,0.1674295810168702,0.6953539061603763,7.816124677658081
5.0,0.2312651552535869,0.1991556511967937,0.6011930710106688,8.201843023300171
6.0,0.2310167142638453,0.2117750028426871,0.5991166685786394,7.504962682723999
7.0,0.2301638645154458,0.1797283880598296,0.691797636801652,7.764236927032471
8.0,0.2250652903759921,0.1832322706290878,0.7088906733968108,8.373672008514404
9.0,0.2206694958386597,0.1446583252454782,0.6857290352185385,7.8379600048065186
10.0,0.2240926021779025,0.2129714015947758,0.5109670758288402,7.828892946243286
11.0,0.217950290551892,0.1550446396087271,0.6272226683492027,7.824566602706909
12.0,0.2130126897935514,0.150280721146952,0.6695422737180222,8.086152791976929
13.0,0.2172766013277901,0.169995566540537,0.8018813812091315,7.695815563201904
14.0,0.2112818481745543,0.1509204091834685,0.6865435356200528,8.033220529556274
15.0,0.208560609155231,0.1582248061622255,0.6400825972238156,8.059152364730835
16.0,0.2031318931667893,0.1382174218712576,0.6548009636342779,7.963320970535278
17.0,0.205725841500141,0.1406100336469087,0.6731214867500287,8.762763738632202
18.0,0.211028003582248,0.1356343815753187,0.8889640931513135,8.022485256195068
19.0,0.2043002783148377,0.167918199943679,0.6943558563726052,7.947466611862183
20.0,0.2145964315644017,0.2102795028403576,0.3983939428702535,8.174114227294922
21.0,0.2127203113502926,0.1568765176461512,0.8105999770563267,7.947762727737427
22.0,0.2091144030844723,0.1574722058706455,0.6670758288401973,7.749265670776367
23.0,0.2088630784440923,0.1364787680092145,0.7062406791327291,7.670208930969238
24.0,0.1985581103298399,0.1361208441312209,0.7282551336468969,7.654262065887451
25.0,0.1945441861947377,0.1437903094520899,0.8028564873236205,7.808750152587891
26.0,0.1914905651851936,0.1339003557748642,0.6979465412412528,7.534167051315308
27.0,0.2048988204311441,0.184307552327858,0.5125960766318688,7.753771781921387
28.0,0.1992572457702071,0.1252081057990838,0.7976138579786624,7.760601758956909
29.0,0.2067765085785477,0.1859147711561397,0.5761959389698291,7.682877063751221
30.0,0.2102319305693661,0.1618267876277691,0.7634392566249857,7.580415964126587
31.0,0.1952771274028001,0.1243653139929066,0.798015372261099,6.819103717803955
32.0,0.1937458895974689,0.12507410428440335,0.7983136400137663,6.948525905609131
33.0,0.1951597813102934,0.12526720898127583,0.7936790180107836,6.896005630493164
34.0,0.1946924610270394,0.12580597536335222,0.7931742571985775,6.917397975921631
35.0,0.19633489681614769,0.12454839594200624,0.7964093151313525,7.26891016960144
36.0,0.1958936325929783,0.12498721823504583,0.7978547665481244,6.797856092453003
37.0,0.19560524269386573,0.12531663567070847,0.7961913502351726,7.239130020141602
38.0,0.1955561908306899,0.1255049409735347,0.7943214408626821,7.127543926239014
39.0,0.19574935403135088,0.12528781733670902,0.7951129975909142,9.394258499145508
40.0,0.19369645968631463,0.1259332219131231,0.7956292302397614,9.414327621459961
41.0,0.19498947042006035,0.12517143385088797,0.7954800963634278,9.310379028320312
42.0,0.19459241021562507,0.12472020946525016,0.7953883216702994,8.600202083587646
43.0,0.19496874511241913,0.12607994061502795,0.7924400596535506,8.730665922164917
44.0,0.19509800661493232,0.12584417406981674,0.7919467706779856,8.530290365219116
45.0,0.19508424622041207,0.12441341313116984,0.7954571526901457,8.758670568466187
46.0,0.1948295064546444,0.1250870911728132,0.7952506596306068,8.597756624221802
47.0,0.1944316233749743,0.126904234861275,0.7894803258001606,8.520284414291382
48.0,0.19650550131444577,0.12694988911356941,0.7918664678214983,8.567794799804688
49.0,0.19514264718249993,0.12472355262140124,0.7979465412412527,7.535691499710083
50.0,0.19412385092841256,0.1260954033169633,0.7926809682230125,7.0949156284332275
51.0,0.1944957767371778,0.1253732289529004,0.7958242514626592,6.95283317565918
52.0,0.19358672367201912,0.12504536860289264,0.7975564987954572,6.8412926197052
53.0,0.19441401848086604,0.12484442938393654,0.7942296661695537,8.443332195281982
54.0,0.19330873809478902,0.12453431158177719,0.7957095330962487,8.427278995513916
55.0,0.1949537722048936,0.1272159846191625,0.7892279453940576,8.42371392250061
56.0,0.1945070226987203,0.12398850458846196,0.8002638522427441,8.579688787460327
57.0,0.19480063462698902,0.1256658196042338,0.7940002294367329,8.566807508468628
58.0,0.19427761877024616,0.1246175624596097,0.7981071469542274,8.578392744064331
59.0,0.19473585376033076,0.12437077522785826,0.7990248938855111,8.300138235092163
60.0,0.19536432292726305,0.12541458122104493,0.7949982792245038,8.998303890228271
